participant_id,question_id,part,total_samples,valid_samples,invalid_samples,invalid_pct,excluded,status
participant_17,question_12,Timer-No-Correct,7016,6813,203,0.02893386545039909,False,KEPT
participant_17,question_13,Timer-Correct,730,730,0,0.0,False,KEPT
participant_17,question_14,No-Timer,8620,8407,213,0.02470997679814385,False,KEPT
participant_17,question_15,Timer-Correct,7380,7365,15,0.0020325203252032522,False,KEPT
participant_17,question_2,Timer-No-Correct,9618,9507,111,0.011540860885839051,False,KEPT
participant_17,question_3,Timer-Correct,9202,9134,68,0.00738969789176266,False,KEPT
participant_17,question_4,Timer-Correct,11530,11329,201,0.01743278404163053,False,KEPT
participant_17,question_5,No-Timer,4184,4095,89,0.02127151051625239,False,KEPT
participant_17,question_6,No-Timer,10444,10238,206,0.019724243584833396,False,KEPT
participant_17,question_7,Timer-No-Correct,8222,8107,115,0.013986864509851617,False,KEPT
participant_17,question_8,Timer-Correct,5855,5761,94,0.01605465414175918,False,KEPT
participant_17,question_9,No-Timer,8814,8781,33,0.0037440435670524166,False,KEPT
participant_18,question_1,Timer-No-Correct,6231,6157,74,0.011876103354196758,False,KEPT
participant_18,question_10,Timer-Correct,9042,8923,119,0.013160805131608052,False,KEPT
participant_18,question_11,Timer-No-Correct,12299,11744,555,0.04512561996910318,False,KEPT
participant_18,question_12,No-Timer,12851,12501,350,0.027235234612092443,False,KEPT
participant_18,question_13,Timer-No-Correct,5400,5197,203,0.037592592592592594,False,KEPT
participant_18,question_14,Timer-No-Correct,5275,4976,299,0.0566824644549763,False,KEPT
participant_18,question_15,No-Timer,3187,3109,78,0.02447442736115469,False,KEPT
participant_18,question_2,No-Timer,13295,12111,1184,0.08905603610379842,False,KEPT
participant_18,question_3,Timer-Correct,5367,5191,176,0.032792994223961244,False,KEPT
participant_18,question_4,Timer-Correct,10720,10546,174,0.01623134328358209,False,KEPT
participant_18,question_5,Timer-Correct,11547,11310,237,0.020524811639386853,False,KEPT
participant_18,question_6,No-Timer,12679,12275,404,0.03186371164918369,False,KEPT
participant_18,question_7,Timer-No-Correct,12297,11954,343,0.027892982028136944,False,KEPT
participant_18,question_8,Timer-Correct,12370,12113,257,0.020776071139854486,False,KEPT
participant_18,question_9,No-Timer,8744,8608,136,0.01555352241537054,False,KEPT
participant_19,question_1,No-Timer,12305,11116,1189,0.09662738724095896,True,EXCLUDED (participant)
participant_19,question_10,No-Timer,10763,4243,6520,0.6057790578834897,True,EXCLUDED (participant)
participant_19,question_11,No-Timer,13346,4488,8858,0.6637194665068186,True,EXCLUDED (participant)
participant_19,question_12,Timer-No-Correct,13135,2610,10525,0.8012942519984774,True,EXCLUDED (participant)
participant_19,question_13,Timer-No-Correct,6758,1694,5064,0.749334122521456,True,EXCLUDED (participant)
participant_19,question_14,Timer-Correct,4294,505,3789,0.8823940381928272,True,EXCLUDED (participant)
participant_19,question_15,No-Timer,11979,346,11633,0.9711161198764504,True,EXCLUDED (participant)
participant_19,question_2,No-Timer,12066,11411,655,0.054284767114205205,True,EXCLUDED (participant)
participant_19,question_3,Timer-Correct,6840,5999,841,0.12295321637426901,True,EXCLUDED (participant)
participant_19,question_4,Timer-No-Correct,3544,3071,473,0.13346501128668173,True,EXCLUDED (participant)
participant_19,question_5,Timer-Correct,54849,44283,10566,0.19263796969862715,True,EXCLUDED (participant)
participant_19,question_6,Timer-No-Correct,11119,1157,9962,0.8959438798453099,True,EXCLUDED (participant)
participant_19,question_7,Timer-Correct,10026,513,9513,0.9488330341113106,True,EXCLUDED (participant)
participant_19,question_8,Timer-No-Correct,4108,299,3809,0.9272151898734177,True,EXCLUDED (participant)
participant_19,question_9,Timer-Correct,7294,4199,3095,0.4243213600219358,True,EXCLUDED (participant)
participant_2,question_1,No-Timer,7135,7074,61,0.008549404344779257,False,KEPT
participant_2,question_10,No-Timer,10203,7511,2692,0.26384396746055083,False,KEPT
participant_2,question_11,Timer-Correct,10001,2588,7413,0.7412258774122588,True,EXCLUDED
participant_2,question_12,Timer-Correct,3422,2233,1189,0.3474576271186441,True,EXCLUDED
participant_2,question_13,Timer-No-Correct,13476,13258,218,0.016176907094093203,False,KEPT
participant_2,question_14,No-Timer,5398,5216,182,0.03371619118191923,False,KEPT
participant_2,question_15,No-Timer,12932,12894,38,0.002938447262604392,False,KEPT
participant_2,question_2,Timer-Correct,6994,6840,154,0.02201887331998856,False,KEPT
participant_2,question_3,No-Timer,9594,9173,421,0.043881592662080464,False,KEPT
participant_2,question_4,Timer-Correct,5091,5081,10,0.0019642506383814574,False,KEPT
participant_2,question_5,Timer-No-Correct,8143,7373,770,0.09455974456588481,False,KEPT
participant_2,question_6,Timer-No-Correct,10556,10506,50,0.004736642667677151,False,KEPT
participant_2,question_7,Timer-No-Correct,13427,13374,53,0.003947270425262531,False,KEPT
participant_2,question_8,Timer-No-Correct,8289,8272,17,0.002050910845699119,False,KEPT
participant_2,question_9,Timer-Correct,13137,13103,34,0.0025881099185506586,False,KEPT
participant_20,question_1,Timer-Correct,33921,33833,88,0.002594263140827216,False,KEPT
participant_20,question_10,Timer-Correct,12625,12535,90,0.007128712871287129,False,KEPT
participant_20,question_11,No-Timer,13483,13319,164,0.012163465104205295,False,KEPT
participant_20,question_12,No-Timer,5577,5531,46,0.00824816209431594,False,KEPT
participant_20,question_13,Timer-Correct,6825,6806,19,0.002783882783882784,False,KEPT
participant_20,question_14,No-Timer,8464,8440,24,0.002835538752362949,False,KEPT
participant_20,question_15,Timer-Correct,2757,2751,6,0.002176278563656148,False,KEPT
participant_20,question_2,Timer-No-Correct,6257,6213,44,0.007032124021096372,False,KEPT
participant_20,question_3,No-Timer,10196,10158,38,0.00372695174578266,False,KEPT
participant_20,question_4,No-Timer,10303,10224,79,0.007667669610792973,False,KEPT
participant_20,question_5,Timer-Correct,7438,7423,15,0.002016671148158107,False,KEPT
participant_20,question_6,Timer-No-Correct,12124,12119,5,0.00041240514681623226,False,KEPT
participant_20,question_7,Timer-No-Correct,7431,7421,10,0.0013457139012245996,False,KEPT
participant_20,question_8,Timer-No-Correct,12328,12319,9,0.0007300454250486697,False,KEPT
participant_20,question_9,Timer-No-Correct,11923,11784,139,0.011658139729933742,False,KEPT
participant_21,question_1,Timer-Correct,15135,15104,31,0.0020482325735051207,False,KEPT
participant_21,question_10,No-Timer,12560,12527,33,0.002627388535031847,False,KEPT
participant_21,question_11,Timer-No-Correct,11779,11750,29,0.0024620086594787332,False,KEPT
participant_21,question_12,No-Timer,12549,12525,24,0.0019125029882859192,False,KEPT
participant_21,question_13,Timer-No-Correct,3740,3727,13,0.0034759358288770055,False,KEPT
participant_21,question_14,Timer-Correct,2329,2324,5,0.0021468441391155,False,KEPT
participant_21,question_15,Timer-No-Correct,4702,4696,6,0.0012760527435133986,False,KEPT
participant_21,question_2,Timer-Correct,5543,5531,12,0.002164892657405737,False,KEPT
participant_21,question_3,No-Timer,9404,9390,14,0.0014887282007656317,False,KEPT
participant_21,question_4,No-Timer,11591,11533,58,0.005003882322491588,False,KEPT
participant_21,question_5,Timer-No-Correct,3566,3566,0,0.0,False,KEPT
participant_21,question_6,Timer-Correct,11600,11554,46,0.003965517241379311,False,KEPT
participant_21,question_7,No-Timer,4559,4543,16,0.003509541566132924,False,KEPT
participant_21,question_8,Timer-No-Correct,8714,8708,6,0.0006885471654808355,False,KEPT
participant_21,question_9,Timer-Correct,6737,6719,18,0.0026718123793973577,False,KEPT
participant_22,question_1,No-Timer,11521,10678,843,0.07317073170731707,False,KEPT
participant_22,question_10,No-Timer,10041,9998,43,0.0042824419878498155,False,KEPT
participant_22,question_11,Timer-Correct,2751,2746,5,0.0018175209014903672,False,KEPT
participant_22,question_12,Timer-No-Correct,4480,4459,21,0.0046875,False,KEPT
participant_22,question_13,No-Timer,4710,4658,52,0.011040339702760084,False,KEPT
participant_22,question_14,Timer-Correct,9611,9563,48,0.004994277390490063,False,KEPT
participant_22,question_15,Timer-Correct,3258,3241,17,0.0052179251074278695,False,KEPT
participant_22,question_2,Timer-Correct,19570,14821,4749,0.2426673479816045,False,KEPT
participant_22,question_3,Timer-No-Correct,9489,9264,225,0.023711666139740753,False,KEPT
participant_22,question_4,No-Timer,8645,8572,73,0.008444187391555813,False,KEPT
participant_22,question_5,Timer-Correct,7567,7067,500,0.06607638430025109,False,KEPT
participant_22,question_6,Timer-No-Correct,9881,9750,131,0.013257767432446109,False,KEPT
participant_22,question_7,No-Timer,5819,5800,19,0.0032651658360543048,False,KEPT
participant_22,question_8,Timer-No-Correct,3552,3536,16,0.0045045045045045045,False,KEPT
participant_22,question_9,Timer-No-Correct,7341,7288,53,0.007219724833129002,False,KEPT
participant_23,question_1,Timer-Correct,25494,25177,317,0.012434298266258727,False,KEPT
participant_23,question_10,Timer-Correct,8789,8617,172,0.019569916941631585,False,KEPT
participant_23,question_11,No-Timer,10138,10016,122,0.012033931741960938,False,KEPT
participant_23,question_12,No-Timer,12911,12709,202,0.01564557354194098,False,KEPT
participant_23,question_13,Timer-No-Correct,13253,13112,141,0.010639100581000527,False,KEPT
participant_23,question_14,Timer-Correct,6013,5914,99,0.01646432729086978,False,KEPT
participant_23,question_15,Timer-No-Correct,5384,5271,113,0.020988112927191677,False,KEPT
participant_23,question_2,Timer-Correct,10503,10329,174,0.016566695229934304,False,KEPT
participant_23,question_3,Timer-No-Correct,26340,25954,386,0.014654517843583903,False,KEPT
participant_23,question_4,No-Timer,6558,6465,93,0.014181152790484904,False,KEPT
participant_23,question_5,Timer-No-Correct,11265,11096,169,0.015002219263204617,False,KEPT
participant_23,question_6,No-Timer,12886,12723,163,0.012649386931553624,False,KEPT
participant_23,question_7,No-Timer,11997,11794,203,0.016920896890889388,False,KEPT
participant_23,question_8,Timer-No-Correct,11995,11762,233,0.019424760316798666,False,KEPT
participant_23,question_9,Timer-Correct,12760,12587,173,0.013557993730407523,False,KEPT
participant_24,question_1,Timer-Correct,4353,4269,84,0.019297036526533425,False,KEPT
participant_24,question_10,Timer-No-Correct,10473,10220,253,0.024157357013272224,False,KEPT
participant_24,question_11,No-Timer,3911,3835,76,0.019432370237790847,False,KEPT
participant_24,question_12,No-Timer,5459,5379,80,0.014654698662758746,False,KEPT
participant_24,question_13,No-Timer,3441,3372,69,0.02005231037489102,False,KEPT
participant_24,question_14,Timer-No-Correct,4603,4575,28,0.006082989354768629,False,KEPT
participant_24,question_15,Timer-No-Correct,5371,5350,21,0.003909886427108546,False,KEPT
participant_24,question_2,Timer-Correct,7619,7563,56,0.007350045937787111,False,KEPT
participant_24,question_3,No-Timer,5704,5540,164,0.028751753155680224,False,KEPT
participant_24,question_4,Timer-No-Correct,4552,4514,38,0.008347978910369069,False,KEPT
participant_24,question_5,No-Timer,4527,4465,62,0.013695604152860615,False,KEPT
participant_24,question_6,Timer-Correct,9291,9141,150,0.01614465611882467,False,KEPT
participant_24,question_7,Timer-No-Correct,4804,4742,62,0.012905911740216486,False,KEPT
participant_24,question_8,Timer-Correct,7441,7235,206,0.02768445101464857,False,KEPT
participant_24,question_9,Timer-Correct,2449,2443,6,0.002449979583503471,False,KEPT
participant_25,question_1,No-Timer,6826,6487,339,0.049663053032522705,False,KEPT
participant_25,question_10,Timer-No-Correct,8193,8097,96,0.011717319663127059,False,KEPT
participant_25,question_11,Timer-No-Correct,8166,8113,53,0.006490325740876806,False,KEPT
participant_25,question_12,No-Timer,5557,5458,99,0.017815368004318877,False,KEPT
participant_25,question_13,Timer-No-Correct,8467,8437,30,0.0035431675918270933,False,KEPT
participant_25,question_14,Timer-Correct,7807,7785,22,0.002817983860637889,False,KEPT
participant_25,question_15,Timer-Correct,4429,4382,47,0.010611876270038383,False,KEPT
participant_25,question_2,No-Timer,3441,3436,5,0.0014530659691950015,False,KEPT
participant_25,question_3,Timer-Correct,9304,9295,9,0.0009673258813413585,False,KEPT
participant_25,question_4,Timer-No-Correct,7153,7133,20,0.002796029637914162,False,KEPT
participant_25,question_5,Timer-No-Correct,6897,6816,81,0.0117442366246194,False,KEPT
participant_25,question_6,Timer-Correct,9314,9209,105,0.011273351943311145,False,KEPT
participant_25,question_7,Timer-Correct,6521,6474,47,0.0072074835147983435,False,KEPT
participant_25,question_8,No-Timer,7027,6981,46,0.006546179023765476,False,KEPT
participant_25,question_9,No-Timer,12184,11815,369,0.030285620485883125,False,KEPT
participant_26,question_1,Timer-Correct,3175,3135,40,0.012598425196850394,False,KEPT
participant_26,question_10,Timer-No-Correct,1253,1222,31,0.024740622505985636,False,KEPT
participant_26,question_11,Timer-No-Correct,9334,8937,397,0.04253267623741162,False,KEPT
participant_26,question_12,Timer-No-Correct,3217,3161,56,0.017407522536524712,False,KEPT
participant_26,question_13,No-Timer,10581,10342,239,0.02258765712125508,False,KEPT
participant_26,question_14,Timer-Correct,8804,8611,193,0.021921853702862336,False,KEPT
participant_26,question_15,No-Timer,2392,2308,84,0.03511705685618729,False,KEPT
participant_26,question_2,Timer-No-Correct,4564,4517,47,0.010297984224364592,False,KEPT
participant_26,question_3,Timer-Correct,3874,3816,58,0.014971605575632421,False,KEPT
participant_26,question_4,Timer-Correct,1351,1339,12,0.008882309400444115,False,KEPT
participant_26,question_5,No-Timer,1662,1627,35,0.0210589651022864,False,KEPT
participant_26,question_6,No-Timer,6009,5946,63,0.010484273589615577,False,KEPT
participant_26,question_7,Timer-No-Correct,2333,2304,29,0.012430347192456065,False,KEPT
participant_26,question_8,No-Timer,6076,5962,114,0.018762343647136272,False,KEPT
participant_26,question_9,Timer-Correct,1444,1427,17,0.011772853185595568,False,KEPT
participant_27,question_1,No-Timer,3314,3290,24,0.00724200362100181,False,KEPT
participant_27,question_10,No-Timer,4583,4550,33,0.007200523674449051,False,KEPT
participant_27,question_11,Timer-Correct,6376,6268,108,0.016938519447929738,False,KEPT
participant_27,question_12,Timer-No-Correct,8213,8028,185,0.022525264824059418,False,KEPT
participant_27,question_13,No-Timer,12612,12372,240,0.019029495718363463,False,KEPT
participant_27,question_14,Timer-No-Correct,8168,8124,44,0.0053868756121449556,False,KEPT
participant_27,question_15,No-Timer,5164,5116,48,0.009295120061967466,False,KEPT
participant_27,question_2,Timer-No-Correct,3224,3161,63,0.019540942928039703,False,KEPT
participant_27,question_3,No-Timer,7985,7840,145,0.018159048215403883,False,KEPT
participant_27,question_4,Timer-Correct,6322,6270,52,0.008225245175577349,False,KEPT
participant_27,question_5,Timer-No-Correct,4802,4727,75,0.015618492294877134,False,KEPT
participant_27,question_6,Timer-No-Correct,1499,1499,0,0.0,False,KEPT
participant_27,question_7,Timer-Correct,5354,5209,145,0.027082555098991407,False,KEPT
participant_27,question_8,Timer-Correct,7106,7003,103,0.01449479313256403,False,KEPT
participant_27,question_9,Timer-Correct,2036,2032,4,0.0019646365422396855,False,KEPT
participant_28,question_1,Timer-No-Correct,8390,8246,144,0.017163289630512515,False,KEPT
participant_28,question_10,Timer-No-Correct,12405,12320,85,0.0068520757758968156,False,KEPT
participant_28,question_11,Timer-Correct,10597,10404,193,0.018212701708030576,False,KEPT
participant_28,question_12,Timer-Correct,5021,4947,74,0.014738099980083649,False,KEPT
participant_28,question_13,Timer-Correct,12505,12376,129,0.010315873650539785,False,KEPT
participant_28,question_14,Timer-Correct,12841,12427,414,0.03224047971341796,False,KEPT
participant_28,question_15,Timer-No-Correct,5720,5680,40,0.006993006993006993,False,KEPT
participant_28,question_2,No-Timer,6820,6778,42,0.0061583577712609975,False,KEPT
participant_28,question_3,No-Timer,14888,14353,535,0.03593498119290704,False,KEPT
participant_28,question_4,Timer-Correct,2740,2731,9,0.0032846715328467154,False,KEPT
participant_28,question_5,Timer-No-Correct,14230,13656,574,0.04033731553056922,False,KEPT
participant_28,question_6,Timer-No-Correct,12441,12377,64,0.0051442810063499714,False,KEPT
participant_28,question_7,No-Timer,4569,4551,18,0.003939592908732764,False,KEPT
participant_28,question_8,No-Timer,7232,7195,37,0.005116150442477876,False,KEPT
participant_28,question_9,No-Timer,9530,9488,42,0.00440713536201469,False,KEPT
participant_29,question_1,Timer-Correct,8407,8329,78,0.009277982633519685,False,KEPT
participant_29,question_10,Timer-Correct,2058,2046,12,0.0058309037900874635,False,KEPT
participant_29,question_11,Timer-Correct,1269,1263,6,0.004728132387706856,False,KEPT
participant_29,question_12,Timer-Correct,2427,2421,6,0.002472187886279357,False,KEPT
participant_29,question_13,No-Timer,1800,1782,18,0.01,False,KEPT
participant_29,question_14,Timer-No-Correct,2434,2410,24,0.009860312243221035,False,KEPT
participant_29,question_15,No-Timer,3246,3222,24,0.0073937153419593345,False,KEPT
participant_29,question_2,Timer-Correct,4808,4784,24,0.004991680532445923,False,KEPT
participant_29,question_3,Timer-No-Correct,6593,6551,42,0.006370392840891855,False,KEPT
participant_29,question_4,No-Timer,6039,5967,72,0.011922503725782414,False,KEPT
participant_29,question_5,No-Timer,1271,1259,12,0.00944138473642801,False,KEPT
participant_29,question_6,Timer-No-Correct,1065,1065,0,0.0,False,KEPT
participant_29,question_7,Timer-No-Correct,1750,1738,12,0.006857142857142857,False,KEPT
participant_29,question_8,No-Timer,2089,2083,6,0.0028721876495931067,False,KEPT
participant_29,question_9,Timer-No-Correct,2011,1999,12,0.005967180507210343,False,KEPT
participant_3,question_1,Timer-No-Correct,5464,5452,12,0.0021961932650073207,False,KEPT
participant_3,question_10,No-Timer,3955,3891,64,0.01618204804045512,False,KEPT
participant_3,question_11,No-Timer,6038,5988,50,0.008280887711162636,False,KEPT
participant_3,question_12,Timer-No-Correct,5843,5814,29,0.0049632038336470995,False,KEPT
participant_3,question_13,Timer-Correct,7611,7407,204,0.026803310997240835,False,KEPT
participant_3,question_14,Timer-Correct,8602,8562,40,0.0046500813764240876,False,KEPT
