participant_id,question_id,ta,part,answered,t_end,randomness_label,randomness_label_num,t_answer
participant_15,question_13,0.0005751999999999952,No-Timer,1,74.21,NOT_RANDOM,0,74.2094248
participant_15,question_14,0.000649599999999964,No-Timer,1,32.12,RANDOM,1,32.119350399999995
participant_15,question_15,0.0004149800000000141,Timer-Correct,1,24.21,RANDOM,1,24.209585020000002
participant_15,question_2,0.0,Timer-No-Correct,1,73.43,RANDOM,1,73.43
participant_15,question_3,0.0,Timer-Correct,1,53.44,NOT_RANDOM,0,53.44
participant_15,question_4,0.0,Timer-Correct,1,26.36,NOT_RANDOM,0,26.36
participant_15,question_5,0.0,No-Timer,1,12.11,RANDOM,1,12.11
participant_15,question_6,0.0019017599999999674,No-Timer,1,49.6,NOT_RANDOM,0,49.59809824
participant_15,question_7,0.0009307599999999639,Timer-No-Correct,1,68.05,RANDOM,1,68.04906924
participant_15,question_8,0.0,Timer-No-Correct,1,55.84,RANDOM,1,55.84
participant_15,question_9,0.0,Timer-No-Correct,1,75.65,RANDOM,1,75.65
participant_16,question_1,,No-Timer,1,39.94,INVALID,-1,
participant_16,question_10,0.03377392999999938,Timer-No-Correct,1,52.6,RANDOM,1,52.56622607
participant_16,question_11,0.022171870000000125,Timer-Correct,1,70.04,NOT_RANDOM,0,70.01782813000001
participant_16,question_12,,Timer-Correct,1,71.47,INVALID,-1,
participant_16,question_13,,Timer-Correct,1,70.15,INVALID,-1,
participant_16,question_14,,Timer-Correct,1,62.54,INVALID,-1,
participant_16,question_15,0.05898729999999978,No-Timer,1,58.27,NOT_RANDOM,0,58.211012700000005
participant_16,question_2,,Timer-No-Correct,1,81.05,INVALID,-1,
participant_16,question_3,0.01190331999999944,No-Timer,1,58.59,NOT_RANDOM,0,58.57809668
participant_16,question_4,0.0157485400000005,Timer-Correct,1,34.41,NOT_RANDOM,0,34.39425146
participant_16,question_5,0.020630860000000213,Timer-No-Correct,1,37.25,RANDOM,1,37.22936914
participant_16,question_6,,Timer-No-Correct,1,36.69,INVALID,-1,
participant_16,question_7,0.03909863000000041,No-Timer,1,61.8,NOT_RANDOM,0,61.76090137
participant_16,question_8,0.048992190000000845,No-Timer,1,51.3,NOT_RANDOM,0,51.25100781
participant_16,question_9,,Timer-No-Correct,1,68.84,INVALID,-1,
participant_17,question_1,0.034808219999999994,Timer-No-Correct,1,59.47,RANDOM,1,59.43519178
participant_17,question_10,0.04822191999999995,Timer-No-Correct,1,49.71,RANDOM,1,49.66177808
participant_17,question_11,0.05231415000000004,No-Timer,1,103.35,NOT_RANDOM,0,103.29768585
participant_17,question_12,0.04092754999999999,Timer-No-Correct,1,75.27,RANDOM,1,75.22907244999999
participant_17,question_13,0.0034112499999999954,Timer-Correct,1,70.28,NOT_RANDOM,0,70.27658875
participant_17,question_14,0.02406830000000002,No-Timer,1,28.17,RANDOM,1,28.145931700000002
participant_17,question_15,0.008326659999999948,Timer-Correct,1,4.91,RANDOM,1,4.90167334
participant_17,question_2,0.03653294,Timer-No-Correct,1,57.9,RANDOM,1,57.86346706
participant_17,question_3,0.024147490000000004,Timer-Correct,1,47.14,NOT_RANDOM,0,47.11585251
participant_17,question_4,0.02654636000000005,Timer-Correct,1,39.44,NOT_RANDOM,0,39.41345364
participant_17,question_5,0.025956940000000032,No-Timer,1,77.44,NOT_RANDOM,0,77.41404306
participant_17,question_6,0.04808046999999999,No-Timer,1,61.96,NOT_RANDOM,0,61.91191953
participant_17,question_7,0.01310223000000002,Timer-No-Correct,1,55.41,RANDOM,1,55.396897769999995
participant_17,question_8,0.005732239999999934,Timer-Correct,1,71.23,NOT_RANDOM,0,71.22426776
participant_17,question_9,0.01118620999999996,No-Timer,1,64.71,NOT_RANDOM,0,64.69881378999999
participant_18,question_1,0.003416680000000042,Timer-No-Correct,1,61.02,RANDOM,1,61.01658332
participant_18,question_10,0.004883180000000038,Timer-Correct,1,36.53,NOT_RANDOM,0,36.52511682
participant_18,question_11,0.05019988999999998,Timer-No-Correct,1,83.03,RANDOM,1,82.97980011
participant_18,question_12,0.03419677999999999,No-Timer,1,89.89,NOT_RANDOM,0,89.85580322
participant_18,question_13,0.024019659999999932,Timer-No-Correct,1,83.11,RANDOM,1,83.08598034
participant_18,question_14,0.014515259999999898,Timer-No-Correct,1,86.88,RANDOM,1,86.86548474
participant_18,question_15,0.018548829999999954,No-Timer,1,77.83,NOT_RANDOM,0,77.81145117
participant_18,question_2,0.04905265000000003,No-Timer,1,36.2,NOT_RANDOM,0,36.15094735
participant_18,question_3,0.033312100000000046,Timer-Correct,1,85.62,NOT_RANDOM,0,85.5866879
participant_18,question_4,0.03382660000000004,Timer-Correct,1,35.66,NOT_RANDOM,0,35.6261734
participant_18,question_5,0.025199680000000002,Timer-Correct,1,21.58,RANDOM,1,21.55480032
participant_18,question_6,0.07606006000000003,No-Timer,1,42.37,NOT_RANDOM,0,42.293939939999994
participant_18,question_7,0.04165002000000004,Timer-No-Correct,1,83.48,RANDOM,1,83.43834998
participant_18,question_8,0.032092160000000036,Timer-Correct,1,59.5,NOT_RANDOM,0,59.46790784
participant_18,question_9,0.03185320999999999,No-Timer,1,72.33,NOT_RANDOM,0,72.29814679
participant_2,question_1,0.032989580000000004,No-Timer,1,34.37,RANDOM,1,34.33701042
participant_2,question_10,0.05008411000000001,No-Timer,1,48.15,NOT_RANDOM,0,48.09991589
participant_2,question_13,0.05662183000000005,Timer-No-Correct,1,69.05,RANDOM,1,68.99337817
participant_2,question_14,,No-Timer,1,64.77,INVALID,-1,
participant_2,question_15,0.04306384000000003,No-Timer,1,54.85,NOT_RANDOM,0,54.80693616
participant_2,question_2,0.04181238,Timer-Correct,1,36.37,NOT_RANDOM,0,36.328187619999994
participant_2,question_3,,No-Timer,1,47.33,INVALID,-1,
participant_2,question_4,0.00872065999999998,Timer-Correct,1,23.22,RANDOM,1,23.211279339999997
participant_2,question_5,0.01629016999999999,Timer-No-Correct,0,90.0,INVALID,-1,89.98370983
participant_2,question_6,0.07776187999999996,Timer-No-Correct,1,88.18,RANDOM,1,88.10223812000001
participant_2,question_7,,Timer-No-Correct,0,90.0,INVALID,-1,
participant_2,question_8,,Timer-No-Correct,1,70.95,INVALID,-1,
participant_2,question_9,0.030324160000000006,Timer-Correct,1,86.83,NOT_RANDOM,0,86.79967583999999
participant_20,question_1,0.08042711999999995,Timer-Correct,1,45.77,NOT_RANDOM,0,45.68957288
participant_20,question_10,0.08090417000000003,Timer-Correct,1,49.84,NOT_RANDOM,0,49.75909583000001
participant_20,question_11,0.01649133000000006,No-Timer,1,68.51,NOT_RANDOM,0,68.49350867000001
participant_20,question_12,0.0007825900000000274,No-Timer,1,228.2,NOT_RANDOM,0,228.19921741
participant_20,question_13,0.01064391999999998,Timer-Correct,1,56.75,NOT_RANDOM,0,56.73935608
participant_20,question_14,0.03591698999999994,No-Timer,1,49.91,NOT_RANDOM,0,49.87408301
participant_20,question_15,0.01681273999999985,Timer-Correct,1,18.58,RANDOM,1,18.56318726
participant_20,question_2,0.011252809999999953,Timer-No-Correct,0,90.0,INVALID,-1,89.98874719
participant_20,question_3,0.04531426999999996,No-Timer,1,69.27,NOT_RANDOM,0,69.22468572999999
participant_20,question_4,0.06764122999999996,No-Timer,1,42.0,NOT_RANDOM,0,41.93235877
participant_20,question_5,0.022432990000000017,Timer-Correct,1,37.59,NOT_RANDOM,0,37.567567010000005
participant_20,question_6,0.030022950000000038,Timer-No-Correct,1,80.08,RANDOM,1,80.04997705
participant_20,question_7,0.018675290000000132,Timer-No-Correct,1,84.76,RANDOM,1,84.74132471
participant_20,question_8,0.023438109999999825,Timer-No-Correct,1,82.67,RANDOM,1,82.64656189
participant_20,question_9,0.026847409999999853,Timer-No-Correct,1,81.27,RANDOM,1,81.24315259
participant_21,question_1,0.031503169999999955,Timer-Correct,1,25.19,NOT_RANDOM,0,25.15849683
participant_21,question_10,0.03172315000000026,No-Timer,1,102.04,NOT_RANDOM,0,102.00827685
participant_21,question_11,0.02116699000000017,Timer-No-Correct,1,84.34,RANDOM,1,84.31883301
participant_21,question_12,0.051330320000000026,No-Timer,1,77.81,NOT_RANDOM,0,77.75866968
participant_21,question_13,0.011434319999999843,Timer-No-Correct,1,78.01,RANDOM,1,77.99856568
participant_21,question_14,,Timer-Correct,1,58.56,INVALID,-1,
participant_21,question_15,0.02102684999999974,Timer-No-Correct,1,79.15,RANDOM,1,79.12897315000001
participant_21,question_2,0.004869630000000143,Timer-Correct,1,15.73,RANDOM,1,15.72513037
participant_21,question_3,0.023692140000000108,No-Timer,1,24.03,RANDOM,1,24.00630786
participant_21,question_4,0.07508179000000018,No-Timer,1,37.36,NOT_RANDOM,0,37.28491821
participant_21,question_5,0.012920900000000074,Timer-No-Correct,1,30.78,RANDOM,1,30.7670791
participant_21,question_6,0.07072925000000033,Timer-Correct,1,31.61,NOT_RANDOM,0,31.53927075
participant_21,question_7,0.018158449999999902,No-Timer,1,63.17,NOT_RANDOM,0,63.15184155
participant_21,question_8,0.028032960000000003,Timer-No-Correct,1,45.3,RANDOM,1,45.27196704
participant_21,question_9,0.040739750000000186,Timer-Correct,1,84.77,NOT_RANDOM,0,84.72926025
participant_22,question_1,0.03330028,No-Timer,1,63.79,NOT_RANDOM,0,63.75669972
participant_22,question_10,0.03227606000000003,No-Timer,1,50.96,NOT_RANDOM,0,50.92772394
participant_22,question_11,0.010999810000000025,Timer-Correct,1,49.45,NOT_RANDOM,0,49.43900019
participant_22,question_12,0.01791021999999998,Timer-No-Correct,1,66.45,RANDOM,1,66.43208978
participant_22,question_13,0.03016369999999995,No-Timer,1,78.05,NOT_RANDOM,0,78.0198363
participant_22,question_14,0.04738465000000008,Timer-Correct,1,39.06,NOT_RANDOM,0,39.012615350000004
participant_22,question_15,0.02017560000000003,Timer-Correct,1,23.93,RANDOM,1,23.909824399999998
participant_22,question_2,0.012967350000000011,Timer-Correct,1,31.71,NOT_RANDOM,0,31.69703265
participant_22,question_3,0.007750010000000003,Timer-No-Correct,1,18.47,RANDOM,1,18.46224999
participant_22,question_4,0.05537555000000003,No-Timer,1,131.71,NOT_RANDOM,0,131.65462445
participant_22,question_5,0.029714510000000017,Timer-Correct,1,21.92,RANDOM,1,21.89028549
participant_22,question_6,0.04658760999999998,Timer-No-Correct,1,67.51,RANDOM,1,67.46341239
participant_22,question_7,0.02826071000000002,No-Timer,1,58.2,NOT_RANDOM,0,58.171739290000005
participant_22,question_8,0.02142804000000001,Timer-No-Correct,1,30.09,RANDOM,1,30.06857196
participant_22,question_9,0.023665340000000014,Timer-No-Correct,1,64.58,RANDOM,1,64.55633466
participant_23,question_1,0.06923437000000013,Timer-Correct,1,40.5,NOT_RANDOM,0,40.43076563
participant_23,question_10,0.05703699000000006,Timer-Correct,1,68.16,NOT_RANDOM,0,68.10296301
participant_23,question_11,0.03506592000000001,No-Timer,1,177.13,NOT_RANDOM,0,177.09493408
participant_23,question_12,0.05970287999999982,No-Timer,1,75.75,NOT_RANDOM,0,75.69029712
participant_23,question_13,0.05269654000000037,Timer-No-Correct,1,86.65,RANDOM,1,86.59730346
participant_23,question_14,0.01147485000000006,Timer-Correct,1,85.92,NOT_RANDOM,0,85.90852515
participant_23,question_15,0.0346577199999997,Timer-No-Correct,1,80.67,RANDOM,1,80.63534228
participant_23,question_2,0.02044347999999991,Timer-Correct,1,59.14,NOT_RANDOM,0,59.11955652
participant_23,question_3,0.07267237,Timer-No-Correct,1,80.87,RANDOM,1,80.79732763
participant_23,question_4,0.007602419999999938,No-Timer,1,44.19,NOT_RANDOM,0,44.18239758
participant_23,question_5,0.06806225999999993,Timer-No-Correct,1,36.33,RANDOM,1,36.26193774
participant_23,question_6,0.08442003999999997,No-Timer,1,70.68,NOT_RANDOM,0,70.59557996000001
participant_23,question_7,0.03391381999999999,No-Timer,1,171.48,NOT_RANDOM,0,171.44608617999998
participant_23,question_8,0.03142871999999988,Timer-No-Correct,1,86.84,RANDOM,1,86.80857128000001
participant_23,question_9,0.06588524999999981,Timer-Correct,1,89.02,NOT_RANDOM,0,88.95411475
participant_24,question_1,0.0,Timer-Correct,1,62.67,NOT_RANDOM,0,62.67
participant_24,question_10,0.003603759999999966,Timer-No-Correct,1,36.83,RANDOM,1,36.82639624
participant_24,question_11,0.003227049999999963,No-Timer,1,51.28,NOT_RANDOM,0,51.27677295
participant_24,question_12,0.003015129999999772,No-Timer,1,30.67,RANDOM,1,30.66698487
participant_24,question_13,0.003978020000000015,No-Timer,1,30.5,RANDOM,1,30.49602198
participant_24,question_14,0.005853999999999814,Timer-No-Correct,1,23.44,RANDOM,1,23.434146000000002
participant_24,question_15,0.0,Timer-No-Correct,1,70.88,RANDOM,1,70.88
participant_24,question_2,0.0040398000000000135,Timer-Correct,1,50.28,NOT_RANDOM,0,50.2759602
participant_24,question_3,0.007055419999999686,No-Timer,1,38.67,NOT_RANDOM,0,38.66294458
participant_24,question_4,0.004763189999999667,Timer-No-Correct,1,26.67,RANDOM,1,26.665236810000003
participant_24,question_5,0.0049702099999999515,No-Timer,1,29.56,RANDOM,1,29.55502979
participant_24,question_6,0.016558350000000246,Timer-Correct,1,30.99,NOT_RANDOM,0,30.973441649999998
participant_24,question_7,0.006671629999999823,Timer-No-Correct,1,16.51,RANDOM,1,16.503328370000002
participant_24,question_8,0.013316170000000056,Timer-Correct,1,32.49,NOT_RANDOM,0,32.47668383
participant_24,question_9,0.009049559999999929,Timer-Correct,1,36.18,NOT_RANDOM,0,36.17095044
participant_25,question_1,0.002518550000000232,No-Timer,1,48.09,NOT_RANDOM,0,48.087481450000006
participant_25,question_10,0.02176318999999967,Timer-No-Correct,1,81.98,RANDOM,1,81.95823681
participant_25,question_11,0.029252449999999954,Timer-No-Correct,1,62.7,RANDOM,1,62.67074755
participant_25,question_12,0.030303949999999986,No-Timer,1,62.52,NOT_RANDOM,0,62.489696050000006
participant_25,question_13,0.029318359999999755,Timer-No-Correct,1,52.44,RANDOM,1,52.41068164
participant_25,question_14,0.04338475999999992,Timer-Correct,1,47.25,NOT_RANDOM,0,47.20661524
participant_25,question_15,0.02562109000000055,Timer-Correct,1,54.89,NOT_RANDOM,0,54.86437891
participant_25,question_2,0.019057130000000144,No-Timer,1,23.16,RANDOM,1,23.14094287
participant_25,question_3,0.05939477000000033,Timer-Correct,1,55.14,NOT_RANDOM,0,55.08060523
participant_25,question_4,0.015212890000000243,Timer-No-Correct,1,29.86,RANDOM,1,29.84478711
participant_25,question_5,0.035086429999999835,Timer-No-Correct,1,37.41,RANDOM,1,37.37491357
participant_25,question_6,0.04767872000000034,Timer-Correct,1,56.91,NOT_RANDOM,0,56.862321279999996
participant_25,question_7,0.031217529999999896,Timer-Correct,1,43.82,NOT_RANDOM,0,43.78878247
participant_25,question_8,0.03237303999999994,No-Timer,1,46.42,NOT_RANDOM,0,46.38762696
participant_25,question_9,0.027688720000000104,No-Timer,1,46.07,NOT_RANDOM,0,46.04231128
participant_26,question_1,0.009900389999999789,Timer-Correct,1,9.7,RANDOM,1,9.690099609999999
participant_26,question_10,0.004957029999999577,Timer-No-Correct,1,40.42,RANDOM,1,40.41504297
participant_26,question_11,0.026130369999999858,Timer-No-Correct,1,71.3,RANDOM,1,71.27386963
participant_26,question_12,0.007938470000000052,Timer-No-Correct,1,62.74,RANDOM,1,62.73206153
participant_26,question_13,0.03214551000000029,No-Timer,1,30.72,RANDOM,1,30.68785449
participant_26,question_14,0.02761768000000029,Timer-Correct,1,16.21,RANDOM,1,16.182382320000002
participant_26,question_15,0.013859379999999874,No-Timer,1,26.16,RANDOM,1,26.14614062
participant_26,question_2,0.019465329999999996,Timer-No-Correct,1,15.76,RANDOM,1,15.74053467
participant_26,question_3,0.011247070000000348,Timer-Correct,1,41.01,NOT_RANDOM,0,40.998752929999995
participant_26,question_4,,Timer-Correct,1,8.55,INVALID,-1,
participant_26,question_5,,No-Timer,1,9.06,INVALID,-1,
participant_26,question_6,0.00965918000000056,No-Timer,1,21.56,RANDOM,1,21.55034082
participant_26,question_7,0.01257764000000043,Timer-No-Correct,1,59.37,RANDOM,1,59.357422359999994
participant_26,question_8,0.023572259999999914,No-Timer,1,11.17,RANDOM,1,11.14642774
participant_26,question_9,0.0026455100000002856,Timer-Correct,1,21.72,RANDOM,1,21.717354489999998
participant_27,question_1,0.009825680000000829,No-Timer,1,32.3,RANDOM,1,32.29017432
participant_27,question_10,,No-Timer,1,42.48,INVALID,-1,
participant_27,question_11,0.022794919999999365,Timer-Correct,1,47.77,NOT_RANDOM,0,47.74720508
participant_27,question_12,0.011041510000000017,Timer-No-Correct,1,85.0,RANDOM,1,84.98895849
participant_27,question_13,0.07088867000000028,No-Timer,1,53.77,NOT_RANDOM,0,53.69911133
participant_27,question_14,0.014682619999999588,Timer-No-Correct,1,34.72,RANDOM,1,34.70531738
participant_27,question_15,0.028166989999999715,No-Timer,1,21.74,RANDOM,1,21.71183301
participant_27,question_2,,Timer-No-Correct,1,55.44,INVALID,-1,
participant_27,question_3,0.044563970000000154,No-Timer,1,22.49,RANDOM,1,22.44543603
participant_27,question_4,0.0037504900000003543,Timer-Correct,1,13.68,RANDOM,1,13.67624951
participant_27,question_5,0.011369139999999788,Timer-No-Correct,1,10.06,RANDOM,1,10.048630860000001
participant_27,question_6,0.03085303000000022,Timer-No-Correct,1,54.87,RANDOM,1,54.839146969999994
participant_27,question_7,0.032614260000000284,Timer-Correct,1,36.01,NOT_RANDOM,0,35.977385739999995
participant_27,question_8,0.045958010000000285,Timer-Correct,1,30.81,NOT_RANDOM,0,30.76404199
participant_27,question_9,0.009772950000000492,Timer-Correct,1,42.85,NOT_RANDOM,0,42.84022705
participant_28,question_1,0.05439492999999999,Timer-No-Correct,1,38.51,RANDOM,1,38.45560507
participant_28,question_10,0.03215923999999996,Timer-No-Correct,1,64.18,RANDOM,1,64.14784076000001
participant_28,question_11,0.017482549999999947,Timer-Correct,1,83.5,NOT_RANDOM,0,83.48251745
participant_28,question_12,0.029962150000000066,Timer-Correct,1,86.83,NOT_RANDOM,0,86.80003785
participant_28,question_13,0.052535890000000106,Timer-Correct,1,84.17,NOT_RANDOM,0,84.11746411
participant_28,question_14,0.0816271999999999,Timer-Correct,1,48.67,NOT_RANDOM,0,48.5883728
participant_28,question_15,0.0272343800000001,Timer-No-Correct,1,83.79,RANDOM,1,83.76276562000001
participant_28,question_2,0.016170069999999953,No-Timer,1,18.49,RANDOM,1,18.473829929999997
participant_28,question_3,0.05491311999999993,No-Timer,1,46.08,NOT_RANDOM,0,46.025086879999996
participant_28,question_4,0.014890810000000101,Timer-Correct,1,30.7,NOT_RANDOM,0,30.68510919
participant_28,question_5,0.08740106000000003,Timer-No-Correct,1,33.73,RANDOM,1,33.64259894
participant_28,question_6,0.025922489999999927,Timer-No-Correct,1,71.22,RANDOM,1,71.19407751
participant_28,question_7,0.012814089999999966,No-Timer,1,95.95,NOT_RANDOM,0,95.93718591
